,user_name,user_location,user_description,user_verified,date,text,hashtags,source
0,Yeni Puspita Sari,,,False,2022-06-30 07:56:41+00:00,"@bitcom_exchange: 📢 CMO Toya Zhang spoke to @YahooFinance this week on managing the Crypto winter:

💬""The future crypto services format…",,Twitter for Android
1,Jason Deane,"Somewhere in Berkshire, UK",Analyst @QE4Everyone | Consultant @lunoglobal | Author https://t.co/hsMDkzr0E7 | #Bitcoin Miner | Speaker | Dad | Top Writer #Medium | Follow for #Bitcoin #Econ,False,2022-06-30 07:55:55+00:00,"My view on the current market mood, next moves &amp; sectors to watch closely with @LedesmaLyllah @CoinDesk @YahooFinance https://t.co/au56XfhgRu",,Twitter Web App
2,Overhauln',,,False,2022-06-30 07:55:32+00:00,Safety. How about you just show up for work and do your job. https://t.co/K1TLp0traN,,TweetDeck
3,Bit.com,,"https://t.co/2F0WMjQTr5 is a full-suite crypto exchange, offering spot, futures and options trading. The world’s 2nd largest option trading platform
Sign up: https://t.co/ClfAdSu7nl",False,2022-06-30 07:50:36+00:00,"@YahooFinance @t_xiaoduo_zhang 💬CMO Toya Zhang was also featured in @MarketWatch at #EBC22 

https://t.co/Xbo81NRIRN",['EBC22'],Twitter Web App
4,Danny Hardegree,"Los Angeles, CA",he/him // 27 // Art // News // Money // Blockchain Follow me,False,2022-06-30 07:49:45+00:00,"@YahooFinance: Roe v. Wade: Companies must create culture of 'psychological safety,' expert says https://t.co/Rq1VKs8io0 by @alliecanal8…",,Twitter for iPhone
5,Chef_Master_D,"California, USA",In Lak’ech #PainWarrior 7 Years in Remisson 😎🥰 🦍💎🤲🏼 LFG. NFA,False,2022-06-30 07:48:22+00:00,"@YahooFinance: Roe v. Wade: Companies must create culture of 'psychological safety,' expert says https://t.co/Rq1VKs8io0 by @alliecanal8…",,Twitter for iPhone
6,Bit.com,,"https://t.co/2F0WMjQTr5 is a full-suite crypto exchange, offering spot, futures and options trading. The world’s 2nd largest option trading platform
Sign up: https://t.co/ClfAdSu7nl",False,2022-06-30 07:47:40+00:00,"📢 CMO Toya Zhang spoke to @YahooFinance this week on managing the Crypto winter:

💬""The future crypto services format will be a combination of #Web2 &amp; #Web3, Exchanges must prioritise a customer focussed and on-chain aggregated service approach""

📰 https://t.co/P1MAHXj5WL https://t.co/gb0uOn4ewJ",,Twitter Web App
7,Crypto_Doctor.eth,Australia,"Enthusiastic Crypto Lover as an Australian Crypto Lover & a Medical Doctor. Owner of AI Nightbirds, Goblin grlz, lonelypopNFT , IVYBOY, Lofi, psychonautzNFT.",False,2022-06-30 07:47:04+00:00,"@racingsocialnft: ‼️ GREAT NEWS ‼️

We have been featured on @YahooFinance 

Our article about the RSC fund caught a lot of attention, w…",,Twitter for Android
8,Yahoo Finance,"New York, NY","The world’s biggest business news platform: https://t.co/EhQ75nXob3 Get the free Yahoo Finance app and subscribe to our morning newsletter, the Morning Brief ⬇️",True,2022-06-30 07:46:26+00:00,"Roe v. Wade: Companies must create culture of 'psychological safety,' expert says https://t.co/Rq1VKs8io0 by @alliecanal8193 https://t.co/IfoPceThhN",,SocialFlow
9,fashionking777,"Manhattan, NY","I'M GAY , fine dining, ❤ID channel
shopping ,love dancing , travel, fashion blogger , wine ,
stylist dm me rates
don't let anyone take your joy away",False,2022-06-30 07:38:59+00:00,@YahooFinance: Nike’s retail strategy ‘should result in more full-priced’ products: Analyst https://t.co/HXkKI6zd4Z by @yaseennshah22 ht…,,Twitter for Android
10,Núñez,Kuala Lumpur Federal Territory,fãs de futebol profissional @LFC,False,2022-06-30 07:32:32+00:00,@YahooFinance: Nike’s retail strategy ‘should result in more full-priced’ products: Analyst https://t.co/HXkKI6zd4Z by @yaseennshah22 ht…,,Twitter for iPhone
11,chris kelly,woomeLang ,"family, grain production, politics, budding art enthusiast and currently bankrolling three teenage girls.",False,2022-06-30 07:31:51+00:00,@YahooFinance: Bentley charts path forward with new Mulliner line and EV future https://t.co/DNxqnxXLuv by @Pras_S https://t.co/7PjnifJT…,,Twitter Web App
12,Yahoo Finance,"New York, NY","The world’s biggest business news platform: https://t.co/EhQ75nXob3 Get the free Yahoo Finance app and subscribe to our morning newsletter, the Morning Brief ⬇️",True,2022-06-30 07:25:56+00:00,Nike’s retail strategy ‘should result in more full-priced’ products: Analyst https://t.co/HXkKI6zd4Z by @yaseennshah22 https://t.co/EM6u4sN21q,,SocialFlow
13,𝗳𝗮𝘁𝘁𝗶𝗿𝗲,,I have followers now. I guess that means I need to start tweeting or something. [I'm not a beer company.],False,2022-06-30 07:24:22+00:00,"@cielo_che_cade @YahooFinance @CoreLogicInc @SelmaHepp Me too.  I was following along and when I got to that at the very I end I was like uuuuh, what..? https://t.co/yNYwT8vcXE",,Twitter Web App
14,Gens,Around the world,“Never stop dreaming” #citizenoftheworld ℹ️all tweets are just personal interest in #finance & #crypto world 🚀📈💎 #Bitcoin,False,2022-06-30 07:21:52+00:00,Stanley Cup Final viewership nearly doubles as ESPN hopes to turn new fans into subscribers https://t.co/TVKYlaTweW by @_JoshSchafer https://t.co/Y6U6K3ZS24,,IFTTT
15,Gens,Around the world,“Never stop dreaming” #citizenoftheworld ℹ️all tweets are just personal interest in #finance & #crypto world 🚀📈💎 #Bitcoin,False,2022-06-30 07:21:52+00:00,"Tesla reportedly lays off 200 in Autopilot unit, shutters San Mateo office https://t.co/GBVUA8JcOq by @Pras_S https://t.co/OkiGFWge8K",,IFTTT
16,Gens,Around the world,“Never stop dreaming” #citizenoftheworld ℹ️all tweets are just personal interest in #finance & #crypto world 🚀📈💎 #Bitcoin,False,2022-06-30 07:21:51+00:00,"Housing: ‘We’re at a tipping point’ for home prices, economist says https://t.co/3DawlBPs44 by @__gabriellacruz https://t.co/CgVskXKCKd",,IFTTT
17,Gens,Around the world,“Never stop dreaming” #citizenoftheworld ℹ️all tweets are just personal interest in #finance & #crypto world 🚀📈💎 #Bitcoin,False,2022-06-30 07:21:51+00:00,Over 36 million children may lose food aid this week https://t.co/3EWWOgd0EM by @__gabriellacruz https://t.co/WyOyMIaIIF,,IFTTT
18,Gens,Around the world,“Never stop dreaming” #citizenoftheworld ℹ️all tweets are just personal interest in #finance & #crypto world 🚀📈💎 #Bitcoin,False,2022-06-30 07:21:51+00:00,"America is slowly forgetting Abercrombie &amp; Fitch, survey shows https://t.co/8A8hR2k9By by @daniromerotv https://t.co/taDGl7ZXHU",,IFTTT
19,Gens,Around the world,“Never stop dreaming” #citizenoftheworld ℹ️all tweets are just personal interest in #finance & #crypto world 🚀📈💎 #Bitcoin,False,2022-06-30 07:21:50+00:00,America's tech giants have a new responsibility in the post-Roe world https://t.co/SLRaOVUYdu by @DanielHowley https://t.co/9COkA5VJSV,,IFTTT
20,Gens,Around the world,“Never stop dreaming” #citizenoftheworld ℹ️all tweets are just personal interest in #finance & #crypto world 🚀📈💎 #Bitcoin,False,2022-06-30 07:21:49+00:00,The risky plan to block Russia’s oil revenue https://t.co/t6t1b7TX8y by @rickjnewman https://t.co/1AmXUmVzTP,,IFTTT
21,Gens,Around the world,“Never stop dreaming” #citizenoftheworld ℹ️all tweets are just personal interest in #finance & #crypto world 🚀📈💎 #Bitcoin,False,2022-06-30 07:21:49+00:00,Fired Starbucks barista on labor agency move: 'It's exciting to see' https://t.co/E9XknRIo7c by @daniromerotv https://t.co/e6obfIndox,,IFTTT
22,Gens,Around the world,“Never stop dreaming” #citizenoftheworld ℹ️all tweets are just personal interest in #finance & #crypto world 🚀📈💎 #Bitcoin,False,2022-06-30 07:21:48+00:00,Big food shakeup ‘already underway’ amid Kellogg's split — here's who could be next https://t.co/s2f3WTNeGD by @alliecanal8193 https://t.co/b5mRMkmdMn,,IFTTT
23,Gens,Around the world,“Never stop dreaming” #citizenoftheworld ℹ️all tweets are just personal interest in #finance & #crypto world 🚀📈💎 #Bitcoin,False,2022-06-30 07:21:47+00:00,"Bed Bath &amp; Beyond is 'in the end days' after 'dumpster fire' quarter, analyst says https://t.co/Q0sgHbr0wA by @BrianSozzi https://t.co/h7cYTrJIkV",,IFTTT
24,Gens,Around the world,“Never stop dreaming” #citizenoftheworld ℹ️all tweets are just personal interest in #finance & #crypto world 🚀📈💎 #Bitcoin,False,2022-06-30 07:21:47+00:00,Spirit Airlines CEO: JetBlue is being 'childish' with inflammatory rhetoric https://t.co/PAYwQFGj4k by @BrianSozzi https://t.co/kGRr5WhvbF,,IFTTT
25,Gens,Around the world,“Never stop dreaming” #citizenoftheworld ℹ️all tweets are just personal interest in #finance & #crypto world 🚀📈💎 #Bitcoin,False,2022-06-30 07:21:46+00:00,Bill Ackman urges Fed to 'act decisively to kill inflation' https://t.co/RXfbXbwGRv by @alexandraandnyc https://t.co/droBsuRezn,,IFTTT
26,Gens,Around the world,“Never stop dreaming” #citizenoftheworld ℹ️all tweets are just personal interest in #finance & #crypto world 🚀📈💎 #Bitcoin,False,2022-06-30 07:21:45+00:00,Bentley charts path forward with new Mulliner line and EV future https://t.co/6nfY0HNV5M by @Pras_S https://t.co/TeQ6rO7olO,,IFTTT
27,Gens,Around the world,“Never stop dreaming” #citizenoftheworld ℹ️all tweets are just personal interest in #finance & #crypto world 🚀📈💎 #Bitcoin,False,2022-06-30 07:21:44+00:00,New report reveals major source of recent crypto market chaos https://t.co/JqqHb9oT93 by @DsHollers https://t.co/Ugjx2EIIiE,,IFTTT
28,Gens,Around the world,“Never stop dreaming” #citizenoftheworld ℹ️all tweets are just personal interest in #finance & #crypto world 🚀📈💎 #Bitcoin,False,2022-06-30 07:21:44+00:00,How high can mortgage rates go? Likely higher. https://t.co/mY1eTwTjR0 by @__gabriellacruz https://t.co/PibKxh81ai,,IFTTT
29,Gens,Around the world,“Never stop dreaming” #citizenoftheworld ℹ️all tweets are just personal interest in #finance & #crypto world 🚀📈💎 #Bitcoin,False,2022-06-30 07:21:43+00:00,"Bitcoin fights to stay above $20,000 as Saylor buys another $10 million https://t.co/fXwgSfWZcz by @dshollers https://t.co/B326Nb7Lyk",,IFTTT
30,Gens,Around the world,“Never stop dreaming” #citizenoftheworld ℹ️all tweets are just personal interest in #finance & #crypto world 🚀📈💎 #Bitcoin,False,2022-06-30 07:21:42+00:00,Bed Bath &amp; Beyond CEO ousted as sales collapse 27% https://t.co/cIrDYZWhPc by @BrianSozzi https://t.co/QV7V9o5vkq,,IFTTT
31,Gens,Around the world,“Never stop dreaming” #citizenoftheworld ℹ️all tweets are just personal interest in #finance & #crypto world 🚀📈💎 #Bitcoin,False,2022-06-30 07:21:42+00:00,Spirit Airlines again delays shareholder vote on Frontier deal https://t.co/DdkKFcx0i9 https://t.co/Y1unHNm8RT,,IFTTT
32,Gens,Around the world,“Never stop dreaming” #citizenoftheworld ℹ️all tweets are just personal interest in #finance & #crypto world 🚀📈💎 #Bitcoin,False,2022-06-30 07:21:41+00:00,Google targeted in fresh EU consumer groups' privacy complaints https://t.co/YAf59B2pfX https://t.co/FxPJhIAOrG,,IFTTT
33,Gens,Around the world,“Never stop dreaming” #citizenoftheworld ℹ️all tweets are just personal interest in #finance & #crypto world 🚀📈💎 #Bitcoin,False,2022-06-30 07:21:40+00:00,"Investors, consumers are pushing the health care industry to tackle health inequity: Deloitte https://t.co/KmiRzHXfj2 by @AnjKhem https://t.co/74hmdp8YhI",,IFTTT
34,New Age Trends,"LOS ANGELES, CALIFORNIA",We are a marketing firm focused on using the most cutting-edge and trending tools to cement brands into the online environment and not financial advisors.,False,2022-06-30 07:14:11+00:00,@budfoxfun: $PVSP Pervasip and KRTL International Receive Exclusive Approval to Participate in $40 Million Korean Hemp Regulation Group…,,Twitter for iPhone
35,KRTL HOLDING GROUP,,"KRTL is a Holding company with a diversified portfolio,(OTC: QENC).",False,2022-06-30 07:13:12+00:00,@budfoxfun: $PVSP Pervasip and KRTL International Receive Exclusive Approval to Participate in $40 Million Korean Hemp Regulation Group…,,Twitter for iPhone
36,Biswajit Das - The Investor,United States,There is a different level of excitement to be RICH and the next level is stay clam and compose.,False,2022-06-30 07:11:49+00:00,@YahooFinance: Bill Ackman urges Fed to 'act decisively to kill inflation' https://t.co/oJb8124tIz by @alexandraandnyc https://t.co/7C9g…,,Twitter Web App
37,ICF Industries,,ICF Industries is a revolutionary distribution system that encompasses high performance building technologies for energy efficient results.,False,2022-06-30 07:11:16+00:00,@budfoxfun: $PVSP Pervasip and KRTL International Receive Exclusive Approval to Participate in $40 Million Korean Hemp Regulation Group…,,Twitter for iPhone
38,Novus Ordo Industries Inc,,Construction company focusing on energy efficient materials and methods of building...,False,2022-06-30 07:09:54+00:00,@budfoxfun: $PVSP News Out: Pervasip and KRTL International Receive Exclusive Approval to Participate in $40 Million Korean Hemp Regulat…,,Twitter for iPhone
39,Fortune Nickel and Gold,,"Fortune intends to become a player in the exploration and production of nickel, gold and other precious metals internationally.",False,2022-06-30 07:09:05+00:00,@budfoxfun: $PVSP Pervasip and KRTL International Receive Exclusive Approval to Participate in $40 Million Korean Hemp Regulation Group…,,Twitter for iPhone
40,KRTLBiotech OTC: QENC,"Lakewood, CO",KRTL Biotech Inc is a U.S. research and development company with MFDS-KFDA approval working in Korea with a consortium of experienced doctors and researchers...,False,2022-06-30 07:06:41+00:00,@budfoxfun: $PVSP Pervasip and KRTL International Receive Exclusive Approval to Participate in $40 Million Korean Hemp Regulation Group…,,Twitter for iPhone
41,ほし,,,False,2022-06-30 07:05:51+00:00,5 Best Dividend Stocks to Buy Now https://t.co/1HYCNlWOG8 來自 @YahooFinance,,Twitter Web App
42,Yahoo Finance,"New York, NY","The world’s biggest business news platform: https://t.co/EhQ75nXob3 Get the free Yahoo Finance app and subscribe to our morning newsletter, the Morning Brief ⬇️",True,2022-06-30 07:05:38+00:00,Stanley Cup Final viewership nearly doubles as ESPN hopes to turn new fans into subscribers https://t.co/ThlMUAGrm0 by @_JoshSchafer https://t.co/QUWvRzXCdK,,SocialFlow
43,Biswajit Das - The Investor,United States,There is a different level of excitement to be RICH and the next level is stay clam and compose.,False,2022-06-30 07:05:37+00:00,"@YahooFinance: “Inflation is a very serious subject,” Berkshire Hathaway Vice Chairman &amp; Daily Journal Chairman Charlie Munger says. “Yo…",,Twitter Web App
44,Adonis Cartel,,,False,2022-06-30 07:03:09+00:00,"@YahooFinance: Housing: ‘We’re at a tipping point’ for home prices, economist says https://t.co/Ytx31JsVVn by @__gabriellacruz https://t…",,Twitter for Android
45,Overhauln',,,False,2022-06-30 07:02:57+00:00,Bernanke says he never expected rates to be at zero for so long https://t.co/kiipw5j0C1 via @YahooFinance,,Twitter Web App
46,Sheila Heymans,,"Citizen of the Ocean. European Marine Board Executive Director, Professor in Ecosystem Modelling at the University of the Highlands and Islands in Scotland.",False,2022-06-30 06:59:23+00:00,@EMarineBoard: Article @YahooFinance on '#European #fisheries view #globalwarming as main danger to fishing industry' presents main find…,"['European', 'fisheries', 'globalwarming']",Twitter for iPhone
47,Overhauln',,,False,2022-06-30 06:58:47+00:00,Jeremy Grantham warns the S&amp;P 500 will ‘likely’ plunge another 40% minimum — https://t.co/bLV4ojggzy via @YahooFinance,,Twitter Web App
48,Electric Kingdom,,Hedge against inflation plays but never an advisor. Electric Kingdom is owned by New Age Trends LLC.,False,2022-06-30 06:57:41+00:00,@budfoxfun: $PVSP Pervasip and KRTL International Receive Exclusive Approval to Participate in $40 Million Korean Hemp Regulation Group…,,Twitter for iPhone
49,RevBruceJ,,"Life Path Ministries, Founder 
Podcast https://t.co/nffmTdF7Om
YouTube https://t.co/f6kIUkQqma
Instagram https://t.co/amejMzj5hu",False,2022-06-30 06:55:19+00:00,"Web browsing and researching online while listening to video reports via @YahooFinance @WSJ and more.
#sidehustle #Multitasking #nocturnal #Onlinework",['sidehustle'],Twitter Web App
50,Diane F. Olson,"Laguna Beach, Capistrano Beach",Coastal luxury real estate expert with REMAX Coastal Homes. Follow me on Facebook for videos and pictures of my available properties - diane@dowcoastal.com,False,2022-06-30 06:47:15+00:00,Should I wait for real estate prices to crash before I buy a house? Here are 3 simple reasons why this housing downturn is nothing like 2008 https://t.co/XaRMQZqtuI via @YahooFinance,,Twitter Web App
51,Gertjan Timmerman 🇺🇦,Zoetermeer,"Interested in international politics, the US, China, business and the stock market.",False,2022-06-30 06:42:58+00:00,"@YahooFinance: Tesla reportedly lays off 200 in Autopilot unit, shutters San Mateo office https://t.co/sYEHwOvJkp by @Pras_S https://t.c…",,Twitter Web App
52,Hurt Vonnegut🤝,"Los Angeles, CA",I got a pocket full of crumbers and my homeboys do too.  🚫DMs,False,2022-06-30 06:42:35+00:00,@chef_Ape_D: Housing bubble about to pop,,Twitter for iPhone
53,vasanrt_bot,,I am a #bot🤖 and I retweet #motivation and personal development tweets . Follow me and I will follow back. Also follow my master @hwsucces,False,2022-06-30 06:42:30+00:00,"@RevBruceJ1: Systemic racism and #success  spoken about openly by @NFL @TroyVincentSr @YahooFinance 
https://t.co/oalj9GaJkI",['success'],SriniScienceBot
