,user_name,user_location,user_description,user_verified,date,text,hashtags,source
191,NITAYAfromBANGKOK🇹🇭,"Bangkok, Thailand","Degree : Bachelor of Education🎓 
Major : Agriculture🌰🌱🌳🐄🐖🐓 
Working : Kindergarten teacher👩‍🏫 
Home : Bangkok city📍Thailand🇹🇭",False,2022-06-29 03:39:12+00:00,@YahooEnt: The truth about Johnny Depp's rumored $300 million Pirates of the Caribbean return https://t.co/NPhOjcQCBZ https://t.co/XPLS9…,,Twitter for iPhone
192,NITAYAfromBANGKOK🇹🇭,"Bangkok, Thailand","Degree : Bachelor of Education🎓 
Major : Agriculture🌰🌱🌳🐄🐖🐓 
Working : Kindergarten teacher👩‍🏫 
Home : Bangkok city📍Thailand🇹🇭",False,2022-06-29 03:39:01+00:00,@YahooEnt: Johnny Depp's rep denies report that actor is returning to Pirates franchise https://t.co/ClkyHj5jO8 https://t.co/ZGkgW0vhBG,,Twitter for iPhone
193,NITAYAfromBANGKOK🇹🇭,"Bangkok, Thailand","Degree : Bachelor of Education🎓 
Major : Agriculture🌰🌱🌳🐄🐖🐓 
Working : Kindergarten teacher👩‍🏫 
Home : Bangkok city📍Thailand🇹🇭",False,2022-06-29 03:38:13+00:00,@YahooEnt: Bruce Willis and his daughter Evelyn howl along with their dog in adorable video https://t.co/XmiB2SG6Pp https://t.co/vQhi8kV…,,Twitter for iPhone
194,Alexis Brown,"Eastman, GA",25 Year Old | Director/Screenwriter | Photographer,False,2022-06-29 03:37:07+00:00,@YahooEnt: ‘True Detective’ season 4 at HBO casts Kali Reis in lead role opposite Jodie Foster https://t.co/QRYsbcrxk4 https://t.co/KLRR…,,Twitter for iPhone
195,Yahoo Entertainment,New York and LA,Be in the know and in the now with pop culture and celeb stories you can't live without.,True,2022-06-29 03:36:07+00:00,"Busy Philipps, 43, says she's never had Botox, fillers: 'People have actually accused me of work' https://t.co/OFKQD8rcUx https://t.co/ZIZqqjcxc1",,SocialFlow
196,"cαяlα (BSc, MSc) 🙃",uʍop ǝpısdn ǝɥʇ,3⃣7⃣🤦🏻 🇵🇦 she/her. the worst pisces you will ever meet. https://t.co/H5yTmHkDKA + https://t.co/d7EofmrIi2 & beta/proofreading @pikkoshouse,False,2022-06-29 03:33:29+00:00,"yeah, don't https://t.co/47W9ArUCVB",,TweetDeck
197,Yahoo Entertainment,New York and LA,Be in the know and in the now with pop culture and celeb stories you can't live without.,True,2022-06-29 03:30:58+00:00,Howard Stern V. Supreme Court: Radio jock says he might run for president following Roe overturn https://t.co/MMyUWGtDi0 https://t.co/k4vLbLgPN9,,SocialFlow
198,Asta Pasta 🖤😈,"Georgia, USA",Jamaican Girl 🇯🇲 // UWG ‘22 🐺💙 // Snapchat 👻 @kcalistina // #BlackLivesMatter,False,2022-06-29 03:27:56+00:00,@californiabarby: Oh my god shut up about it already. It was one stupid poll against 3 really hot guys and the whining about it from him…,,Twitter for iPhone
199,Chaos Gremlin Duck,"Richfield, MN","Map follower, costumer, book lover, atheist, nerd, happy drunk, cat parent, co-creator @cozycorsetcuff, she/her, ace, BLM, ACAB

profile icon by @shelbobergen",False,2022-06-29 03:20:03+00:00,Maybe he shouldn't be the worst Chris then... Has he considered that? https://t.co/1Nz4peG4N1,,Twitter for Android
200,Pure LionHeart,Nova Scotia,"He/Him. I'm practically a medium for retweeted art, so fair warning.",False,2022-06-29 03:16:44+00:00,@Nymphomachy: Bro you followed Dan Crenshaw and a bunch of alt-right goons on Twitter.,,Twitter Web App
201,Brian Hadsell,Illinois,"Film / TV writer @TVOvermind, graduate student of sociology @IllinoisStateU & ardent cinephile. He / Him / His",False,2022-06-29 03:15:12+00:00,"@the_moviebob: I mean... this is a LITTLE whiny, but I'd have a *tiny* chip on my shoulder if EVERYONE had been taking bets on when I'd…",,Twitter for iPhone
202,𓆗Rღmeღ𓆗❤️‍🔥,,when boredom strikes,False,2022-06-29 03:13:24+00:00,"@YahooEnt: Cardi B teases new song, ‘Hot Sh–,’ dropping Friday https://t.co/68hCXw8hOm https://t.co/phPlhlyVOd",,Twitter for Android
203,🇮🇶𝐅𝐚𝐥𝐜𝐨𝐧 𝐇𝐚𝐦𝐚𝐝𝐚,Iraq,"Official Account
The Only to Mr
The Falcon Hamada
Via Platform A Twitter
✋🏻⁩😔🚫+21",False,2022-06-29 03:08:49+00:00,@YahooEnt: ‘True Detective’ season 4 at HBO casts Kali Reis in lead role opposite Jodie Foster https://t.co/QRYsbcrxk4 https://t.co/KLRR…,,Twitter for Android
204,adi,"Austin, TX",#austin #music #kitties #sports #food #quesoff #lunchwithadi @guerillasuit @hotluckfest,False,2022-06-29 03:08:29+00:00,@YahooEnt: ‘True Detective’ season 4 at HBO casts Kali Reis in lead role opposite Jodie Foster https://t.co/QRYsbcrxk4 https://t.co/KLRR…,,Twitter for iPhone
205,Yahoo Entertainment,New York and LA,Be in the know and in the now with pop culture and celeb stories you can't live without.,True,2022-06-29 03:06:07+00:00,‘True Detective’ season 4 at HBO casts Kali Reis in lead role opposite Jodie Foster https://t.co/QRYsbcrxk4 https://t.co/KLRR2PnsqJ,,SocialFlow
206,The Forklift,,"A young cishet moron who loves the present but is very nostalgic for the past. Aspiring voice actor, artist, lyricist, pianist, and TV show creator. (He/Him)",False,2022-06-29 02:54:54+00:00,"@the_moviebob: I mean... this is a LITTLE whiny, but I'd have a *tiny* chip on my shoulder if EVERYONE had been taking bets on when I'd…",,Twitter for iPhone
207,Tess,she/her,"Retweets about the porn industry, sex work, politics, and intersectional feminism. Personal tweets just about being sad and horny.",False,2022-06-29 02:46:16+00:00,@NMJMRedux: Has he tried not being the worst?,,Twitter for Android
208,Yahoo Entertainment,New York and LA,Be in the know and in the now with pop culture and celeb stories you can't live without.,True,2022-06-29 02:45:02+00:00,"Miranda Cosgrove on balancing adult ‘iCarly’ reboot for old and new viewers, life as a child actor https://t.co/HomYO0nZX9 https://t.co/visnT5YdyK",,SocialFlow
209,catglare.png,NC / Balmung,"♿️Queer horror writer pushing 40 and aspiring WiFi-enabled toaster (i.e. transhumanist). Has 2 cats, cerebral palsy, and their fursona is ALSO a cat!🔞They/Them",False,2022-06-29 02:42:17+00:00,@Nymphomachy: Bro you followed Dan Crenshaw and a bunch of alt-right goons on Twitter.,,Twitter for iPhone
210,Yahoo Entertainment,New York and LA,Be in the know and in the now with pop culture and celeb stories you can't live without.,True,2022-06-29 02:39:03+00:00,NBC to raise money for Ukraine with primetime special featuring Volodymyr Zelenskyy https://t.co/p4Art53ejz https://t.co/XmZpDil19D,,SocialFlow
211,alice 🏴🏳️‍⚧️,,just existing | she/her | non-binary girl | bisexual | priv: @aliceastral_ | pfp art by @mizuki_uny,False,2022-06-29 02:36:23+00:00,thog don't caare https://t.co/8FoZmMTUlp,,Twitter for iPhone
212,Avi the Tiger (📌 READ PINNED TWEET PLEASE),Tano's Paws 🥺,"He/Him; Cis; Gay/Aego; 20; West Indian; Digital Artist, Musician, Writer, and Game Dev; Self-diag ADHD; 🇹🇹 🏳️‍🌈 AD: @LycorisWolfDrgn 🔞 Alt/ @VarunTheDragon",False,2022-06-29 02:35:57+00:00,@Writer_App: I don’t understand why this is newsworthy. Pratt has the money and resources to shield himself from social media that a lot…,,Twitter for iPhone
213,Allie the She/Theysbian⚧🏳️‍🌈,,"Trash.  The absolute worst;  Trans-Femme, Demi-Masculine Enby; they/them, she/her",False,2022-06-29 02:34:39+00:00,@Nymphomachy: Bro you followed Dan Crenshaw and a bunch of alt-right goons on Twitter.,,Twitter Web App
214,Ace Holly j Blu,"England, United Kingdom",,False,2022-06-29 02:33:15+00:00,@YahooEnt: Bruce Willis and his daughter Evelyn howl along with their dog in adorable video https://t.co/XmiB2SG6Pp https://t.co/vQhi8kV…,,Twitter for iPhone
215,Yahoo Entertainment,New York and LA,Be in the know and in the now with pop culture and celeb stories you can't live without.,True,2022-06-29 02:29:07+00:00,Ricky Martin shares rare photo of teenage son Matteo https://t.co/pA8ankLxFz https://t.co/KazGp5FLIc,,SocialFlow
216,Yahoo Entertainment,New York and LA,Be in the know and in the now with pop culture and celeb stories you can't live without.,True,2022-06-29 02:27:06+00:00,Bruce Willis and his daughter Evelyn howl along with their dog in adorable video https://t.co/XmiB2SG6Pp https://t.co/vQhi8kVqHP,,SocialFlow
217,Yahoo Entertainment,New York and LA,Be in the know and in the now with pop culture and celeb stories you can't live without.,True,2022-06-29 02:24:06+00:00,Selena Gomez speaks out against Roe v. Wade reversal at ‘Only Murders in the Building’ premiere: ‘I’m just not happy’ https://t.co/7OHyLpUope https://t.co/WfiSj0f8HZ,,SocialFlow
218,Full Blown Rocket Raccoon Brainrot,blm,25 they/them/their // Veil Sixclaw apologist // Gender is Obsolete// https://t.co/5Qx6BqlPPK // Pro-Vermin// Oppress Gamers//twitch.tv/dumpyowlman,False,2022-06-29 02:23:29+00:00,@Nymphomachy: Bro you followed Dan Crenshaw and a bunch of alt-right goons on Twitter.,,Twitter Web App
219,Michael Graziano,"New York, NY","1-800-BlockTheBastards: Because I'm sick of you idiots.  Do not taunt Happy Fun @Voretaq7
(He/Him/His||They/Their)",False,2022-06-29 02:21:25+00:00,"If you don't want to be called ""the worst Chris"" maybe don't actively work your ass off at being the worst Chris?

Like I get it, pulling ahead of Pine or Hemsworth is going to be a struggle, but by just not actively trying to suck you can be a mid-range Chris, not the worst... https://t.co/ukJaUsFgoK",,Twitter Web App
220,Yahoo Entertainment,New York and LA,Be in the know and in the now with pop culture and celeb stories you can't live without.,True,2022-06-29 02:19:06+00:00,Jason Momoa's kids support him as he's named UNEP Advocate for Life Below Water: 'Papa loves you' https://t.co/IxRamzcJUP https://t.co/PkPUytfBVY,,SocialFlow
221,"Kara McNair. That’s all, for the moment.","Vancouver, British Columbia","You are very small & slow & I am training my cats to eat you. (she/her) A ""devious and well meaning genius""; spice/sauce/salt-monster; 100% *pro-abortion*",False,2022-06-29 02:16:31+00:00,@Nymphomachy: Bro you followed Dan Crenshaw and a bunch of alt-right goons on Twitter.,,Twitter Web App
222,hoydenne,$AdrienneLeigh,"Cis-ish. She/her (or whatever tbh). Doc Destructo's flower.
Also at https://t.co/ys3CxnYend (Fediverse)",False,2022-06-29 02:16:06+00:00,@Nymphomachy: Bro you followed Dan Crenshaw and a bunch of alt-right goons on Twitter.,,Twitter Web App
223,Wedding gloves in space,,"32 year old old hag who enjoys video games, cartoons, movies, and books. Will block Nazis and other terrible people. Formaly know as Shutter_lense",False,2022-06-29 02:14:01+00:00,@Nymphomachy: Bro you followed Dan Crenshaw and a bunch of alt-right goons on Twitter.,,Twitter Web App
224,Cassa,,I am a human doing. Cis/Het-ish. He/Him preferred.,False,2022-06-29 02:12:57+00:00,@Nymphomachy: Bro you followed Dan Crenshaw and a bunch of alt-right goons on Twitter.,,Twitter Web App
225,gending machine ate my last quarter :(,http://avendar.net/,soft cat aesthetic / loves your cat(s) / MUD developer / inveterate villain-fucker / they/them / cat guy / never not horny on main / av by @foitong_cake,False,2022-06-29 02:12:24+00:00,@Nymphomachy: Bro you followed Dan Crenshaw and a bunch of alt-right goons on Twitter.,,Twitter Web App
226,Yahoo Entertainment,New York and LA,Be in the know and in the now with pop culture and celeb stories you can't live without.,True,2022-06-29 02:12:09+00:00,DeVon Franklin advises couples to 'resist the temptation to place blame' after divorce from Meagan Good https://t.co/pnyej8JNyo https://t.co/XqyOe7eFy6,,SocialFlow
227,Ana Fox🌻,,"Muffin's mom

Trans lesbian

#WarrenDem",False,2022-06-29 02:11:31+00:00,@YahooEnt Stop being a right wing chud then.,,Twitter Web App
228,🪐clay,"Dallas, TX",#shame,False,2022-06-29 02:09:20+00:00,@Nymphomachy: Bro you followed Dan Crenshaw and a bunch of alt-right goons on Twitter.,,Twitter for iPhone
229,Roz Under Pressure,"Rio de Janeiro, Brazil","☕️She/Her/30SomeYearsOldTiredCisBi🇧🇷☕️
Bad At Reading Social Cues
TERFs Fuck Off and idiots DNI",False,2022-06-29 02:09:15+00:00,"""STOP CALLING MY AN ASSHOLE!"" Pleads man who refuses stop being an asshole... https://t.co/gDiqu6CQ0U",,Twitter Web App
230,President of Heterophobia,"he/him, ","#NSFW

-Bisexual
-Dumbass
-Irish",False,2022-06-29 02:07:40+00:00,@Nymphomachy: Bro you followed Dan Crenshaw and a bunch of alt-right goons on Twitter.,,Twitter Web App
231,Back in the CMDR's Chair,,-He/Him/they/them 🏳️‍🌈 NSFW -PSN/Xbox/Steam: AbstraitWolf -Stadia:AbstraitWolf#4560,False,2022-06-29 02:06:25+00:00,@Nymphomachy: Bro you followed Dan Crenshaw and a bunch of alt-right goons on Twitter.,,Twitter for iPhone
232,The Nerdskull,"Seattle, WA","Infamous Nerd Culture Opinion-Haver. Queer. Any pronouns. Video Games, Board Games, Anime, Novels. Lefty politics, anti-bullying, anti-harassment.",False,2022-06-29 02:05:58+00:00,@Nymphomachy: Bro you followed Dan Crenshaw and a bunch of alt-right goons on Twitter.,,Twitter for Android
233,luka étoile (in her punk era),Canada,Luka | She/Her | sweet potato of @Luigipunkcore 💞 | pfp by @TheMachoPie | https://t.co/xTtTeNVkU7,False,2022-06-29 02:04:00+00:00,This is some shit only the worst Chris would say. https://t.co/QHaXN1m2wZ,,Twitter for Android
234,Children love the Meat Tank,Caelid Wilds,"Chosen of Secrets, Sidereal she/her or they/them.Pan 'n' Polyam. Trans/enby? Discord Tag: Mao#7777 Talks video game ,history,(fat) furries and bedlam here",False,2022-06-29 02:00:28+00:00,@Nymphomachy: Bro you followed Dan Crenshaw and a bunch of alt-right goons on Twitter.,,Twitter Web App
235,Yahoo Entertainment,New York and LA,Be in the know and in the now with pop culture and celeb stories you can't live without.,True,2022-06-29 01:51:04+00:00,Kendall Jenner and Devin Booker were spotted looking all kinds of cozy post-breakup https://t.co/29MKtrmAXx https://t.co/cSOEwX1czZ,,SocialFlow
236,Yahoo Entertainment,New York and LA,Be in the know and in the now with pop culture and celeb stories you can't live without.,True,2022-06-29 01:40:06+00:00,Kris Jenner honors Khloé Kardashian at her 38th birthday party: 'You are the queen of our family' https://t.co/DqhSGA4mwP https://t.co/6xXuMuI5MV,,SocialFlow
237,Stormborn 🏳️‍🌈🇩🇴,"Midnight City, San Junipero","Call me Harlo. “I never look back, darling..it distracts from the now.” 🏳️‍🌈",False,2022-06-29 01:31:55+00:00,"Nobody fucking cares, my guy. You shouldn’t suck as a human being. https://t.co/MgKEfprNhQ",,Twitter for iPhone
238,𝘓𝘪𝘭𝘕𝘢𝘴𝘟 𝘋𝘢𝘺☀️ “Late To Da Party” Out Now,Montero University,"The #1 most stable @LilNasX fan page. Official home of the Unofficial @LilNasX Research Bureau. Stats, trivia, news, humor. No relation to @LilNasX. He/him.",False,2022-06-29 01:27:51+00:00,@DarrenHayes talks with @YahooEnt about his new single “Poison Blood.” He describes @LilNasX as one of the “incredible pioneers…” https://t.co/5CI7EUcUsG,,Twitter for Mac
239,Samuel,,Doc,False,2022-06-29 01:14:05+00:00,"@YahooEnt Yeah Samuel Jackson is showing everyone he’s a total racist.  Anytime you single out someone based on race and you say they are at fault for being different from you, well folks you are a racist.   Apparently you can’t be free to choose with Snapping Samuel Jackson……..",,Twitter for iPad
240,Yahoo Entertainment,New York and LA,Be in the know and in the now with pop culture and celeb stories you can't live without.,True,2022-06-29 01:14:04+00:00,Alabama teen thought she had more time before abortion ban took effect: 'I just started crying' https://t.co/KgjxavKILk https://t.co/jdGpBwxgd2,,SocialFlow
241,Glanderson Booper,Starship enterprise,8/16/14❤ Virgo ♍ September 8th artsy cosplayer,False,2022-06-29 01:07:56+00:00,@YahooEnt Finally a good article that isn't being fed to us by Steven Timmur and Lima Jevremovic,,Twitter Web App
242,Glanderson Booper,Starship enterprise,8/16/14❤ Virgo ♍ September 8th artsy cosplayer,False,2022-06-29 01:06:59+00:00,@YahooEnt: Nikki Boyd says husband Bam Margera left rehab to be a better dad before finding new clinic https://t.co/yswco92E3h https://t…,,Twitter Web App
243,guinevere 💌,Silver Millennium,"“When I choose to see the good side of things, I’m not being naive. It is strategic and necessary. It’s how I’ve learned to survive through everything.”",False,2022-06-29 01:00:29+00:00,cry harder https://t.co/n3FzdIrFZD,,Twitter for iPhone
244,Yahoo Entertainment,New York and LA,Be in the know and in the now with pop culture and celeb stories you can't live without.,True,2022-06-29 00:56:37+00:00,Chelsea Handler slams GOP claims of being pro-life: ‘Like calling O.J. Simpson pro-wife’ https://t.co/y9PwzQDkyr https://t.co/x1Rw7szEaa,,SocialFlow
245,Die Walküre✨,Oakland/Yokosuka/DC,Word? That's crazy.,False,2022-06-29 00:55:22+00:00,@californiabarby: Oh my god shut up about it already. It was one stupid poll against 3 really hot guys and the whining about it from him…,,Twitter for iPhone
246,Augostin Almazi 🇱🇧,,"Leb🇱🇧•USA🇺🇸
PVHS'18 🐝 MSU'22 🦅
Love World Politics 🗺
  #NeverAgain 💙
Activist ✊🏼 
Lebanese and Proud 🇱🇧💖",False,2022-06-29 00:54:41+00:00,@AGTVegasLive: See how @SofiaVergara’s Golden Buzzer @AGT act was inspired by @_nightbirde! #AGT #AGTauditions,"['AGT', 'AGTauditions']",Twitter for Android
247,kim ☧,Arizona,art/world history teacher • rome enthusiast • amdg • interested in medieval femininity/saint veneration along the italian via francigena 🔅 she/her/lei,False,2022-06-29 00:52:08+00:00,@YahooEnt has he considered trying to not be the worst chris,,Twitter for iPhone
248,Barbara Smith,West Coast,"The gold standard of Black. 

Also an academic in the social sciences.",False,2022-06-29 00:44:13+00:00,Be a better Chris. https://t.co/AHoZS6Tldf,,Twitter for iPhone
249,Lÿndsey Parker,"Through To Hollywood, Dawg","@YahooEnt music editor, @SiriusXMVolume host, @total80smusic, @axstv. Order #MissMercy book I cowrote, ‘Permanent Damage’: https://t.co/yjLWAswmrX",True,2022-06-29 00:40:17+00:00,"I know there are other things going on in the news cycle right now, but if you want to read a really powerful and  inspiring #PrideMonth interview, this  @yahooent conversation with @darrenhayes (ex-Savage Garden) is pretty great.

https://t.co/hKC1Xmg5Yg",,Twitter Web App
250,Auntie Climax 🇦🇬,Germany,👑 | therapist. trying hard to cultivate womanist grace. alphabet mafia. enby. 🇦🇬. they/them.,False,2022-06-29 00:39:45+00:00,@whatsbrakebills: and I'm really fucking bothered that your church supports conversion therapy so I guess we're even??,,Twitter for iPhone
251,Ronald,,I won't follow you back.,False,2022-06-29 00:38:52+00:00,@YahooEnt The view is pure simpleton propaganda.,,Twitter Web App
252,Narmol,"Chicago, IL","they/them - A raging feminist, and proud of it.",False,2022-06-29 00:37:37+00:00,@SourceDuMal: Well he's still the worst Chris. So.,,Twitter for iPhone
253,Auntie Climax 🇦🇬,Germany,👑 | therapist. trying hard to cultivate womanist grace. alphabet mafia. enby. 🇦🇬. they/them.,False,2022-06-29 00:37:13+00:00,@SourceDuMal: Well he's still the worst Chris. So.,,Twitter for iPhone
254,Gayming the System,Don't wanna be where I am...,"🌈Proud atheist gay dude. Pronouns: He/Him/They 🏳️‍🌈
Twitch Twitter account: @the_gayming
Ko-fi: https://t.co/c7n2EwrCD6",False,2022-06-29 00:36:55+00:00,@Nymphomachy: Bro you followed Dan Crenshaw and a bunch of alt-right goons on Twitter.,,Twitter for Android
255,Nino Simoan,Skanktum Santorum akaSan Diego,"Young, gifted, and slaps.
 Salt, pepper, ketchup, and a half & half. Light ice.",False,2022-06-29 00:32:36+00:00,Has he tried not being the worst? https://t.co/TeRBCA1bZq,,Twitter for Android
256,B🦋,Tongva Land/LA,🇨🇺🇸🇻 Actor/Writer. TV lover. She/her. RIP CLIF 🕊,False,2022-06-29 00:30:57+00:00,Oh my god shut up about it already. It was one stupid poll against 3 really hot guys and the whining about it from him and his stupid rich friends only solidified how he’s the woooorst. https://t.co/3O1loMUDJB,,Twitter for iPhone
257,yorick 💀,,"dark scribbles to symbolize despair, and nonsense about baseball. absolutely not a professional in any capacity. she/hers",False,2022-06-29 00:30:44+00:00,"Well Chris, you totally have the option of being a better fucking person if it bothers you that much. https://t.co/TrM1SAMLOi",,Twitter for iPhone
258,"hello, my name is",,I hate it here.,False,2022-06-29 00:29:25+00:00,He should try not being the worst then. https://t.co/Qy8ltm0vCi,,Twitter for iPhone
259,Hey Yo!,Glass City,"Just existing

PSN: RobTilInfinity
SW-1375-9375-9798
Xbox: RobSpiegel",False,2022-06-29 00:29:00+00:00,Lol y'all be killing this man 😂 https://t.co/l0iLRGI0Eu,,Fenix 2
260,Isaiah,"Columbus, OH",I will not be taking questions from whites at this time.  He/Him,False,2022-06-29 00:28:46+00:00,Chris Pine laughing right now. https://t.co/9xf4sMOU3y,,Twitter Web App
261,Muwanguzi Solomon 🇸🇪🇺🇬,uganda east africa,Brand ambassador #fitleteathletica I luv basketball #Lakers fan and football #RedDevil die hard I luv my food sexy God luvz you and I care 💯,False,2022-06-29 00:26:39+00:00,@YahooEnt: James Corden voices ‘disgust and anger’ at Supreme Court for overturning Roe v. Wade https://t.co/q9bbg2wkCo https://t.co/DLD…,,Twitter for Android
262,yams yams bigelow,"Chicago, IL","Classically beautiful since 1985 Creator of the term #dollarstorethor for Hawley #pose #claws #queensugar, #odat #htgawm, #theexpanse, #spartacus, she/her",False,2022-06-29 00:26:04+00:00,@SourceDuMal: Well he's still the worst Chris. So.,,Twitter for Android
263,Loy Terror of 2020,Upstate New York,"Comic book fan, enjoyer of wrestling, film buff, old-school pop culture fan. 2DS Friend Code is 0190-0347-6678.",False,2022-06-29 00:25:57+00:00,"@the_moviebob: I mean... this is a LITTLE whiny, but I'd have a *tiny* chip on my shoulder if EVERYONE had been taking bets on when I'd…",,Twitter for iPad
264,White Mage Workout Plan,Sourcedumal@gmail.com ,"Black. She/Her. Taker of Gym Selfies. Fat. Contributing to https://t.co/oAhtWO7DaP.
Proletariat Titty Whisperer. Nerd. Powerlifting Queen",False,2022-06-29 00:25:24+00:00,Well he's still the worst Chris. So. https://t.co/GTsJ2uXt0L,,Twitter for Android
265,Yahoo Entertainment,New York and LA,Be in the know and in the now with pop culture and celeb stories you can't live without.,True,2022-06-29 00:24:26+00:00,James Corden voices ‘disgust and anger’ at Supreme Court for overturning Roe v. Wade https://t.co/q9bbg2wkCo https://t.co/DLDg3LpDgr,,SocialFlow
266,Greg Howard Jr | Presenter (He/Him/His),"South Carolina, USA","🎧 In Your Ears & On Your Screen 📱
| Your Life The Mixtape | Coastal Elites | It's Like This | Team Petty Headlines | Shawn Mendes Enthusiast",False,2022-06-29 00:23:47+00:00,Good https://t.co/3OJ2V30dZW,,Twitter for Android
267,Ivanka,"Melbourne, Australia","ɛռʝօʏɨռɢ ʟɨʄɛ, ʟօʋɛ ɢօօɖ ʝօӄɛֆ 
😷🍰🍫🍬🍦🍨🍧",False,2022-06-29 00:15:12+00:00,@YahooEnt: WWE anchor Kayla Braxton reveals she was a 'product of rape' as she defends women's right to choose https://t.co/5adr443MU8 h…,,Twitter for Android
268,THEE SAP,Places ,Don’t come for me unless I send for you.“haha in the future we still black”-@chadwickboseman muslima/she/her/hottie cashapp/venmo: $sabug95 #Purrr 🇸🇩 🇺🇸,False,2022-06-29 00:07:57+00:00,@semanitheharlot: Good. Fuck him,,Twitter for Android
269,Michael the Comic Nerd,,"Looking to build a better, kinder comic book community!   Patreon: https://t.co/atzjgoTWdK",False,2022-06-29 00:07:50+00:00,"@the_moviebob: I mean... this is a LITTLE whiny, but I'd have a *tiny* chip on my shoulder if EVERYONE had been taking bets on when I'd…",,Twitter Web App
270,R. A. Miller,he/him,"Professional Night Clerk. Novice Novelist.
#DCYOUUNSCRIPTED Top 3 Finalist. Creator of Arkham Escape
#taxelonmusk

roycemiller93@gmail.com",False,2022-06-29 00:01:33+00:00,@Nymphomachy: Bro you followed Dan Crenshaw and a bunch of alt-right goons on Twitter.,,Twitter for Android
271,someone set this thing to evil,Los Angeles,"He/Him. Host of @efvdpodcast and Some Jerk With A Camera. By arguing with my tweets, you hereby agree to my terms: convince me or I win. Good luck.",False,2022-06-28 23:53:25+00:00,"@the_moviebob: I mean... this is a LITTLE whiny, but I'd have a *tiny* chip on my shoulder if EVERYONE had been taking bets on when I'd…",,Twitter Web App
272,ADAM (Time Lord Soundwave)🇨🇦🇺🇦,"St. John's, NL, Canada","Old enough to know better, too young to give a shit.

He/Him.

RTs don't equal endorsements.

Trumpbots will be blocked.

Vaccinate.

Support Ukraine 🇺🇦

#BLM",False,2022-06-28 23:52:58+00:00,"@the_moviebob: I mean... this is a LITTLE whiny, but I'd have a *tiny* chip on my shoulder if EVERYONE had been taking bets on when I'd…",,Twitter for Android
273,Otterfate,"Denver, CO","🔞
Squeak! 
Otter, cis, he/him, 36, furry, Korean 
I like dudes 🏳️‍🌈  Taken
FFXIV:  Otter Fate, Lamia
BLM, ACAB
Icon by @Pendogion  Banner by @AgiConPen",False,2022-06-28 23:52:21+00:00,@ReinH: maybe be a better Chris then idk,,Twitter Web App
274,Yahoo Entertainment,New York and LA,Be in the know and in the now with pop culture and celeb stories you can't live without.,True,2022-06-28 23:51:20+00:00,WWE anchor Kayla Braxton reveals she was a 'product of rape' as she defends women's right to choose https://t.co/5adr443MU8 https://t.co/jYJc9bbzFD,,SocialFlow
275,Summer Break Hoe.,In My Own World,"She/Her Black Lesbian Gamer, Horror Lover, TV Watcher, Reader, and Educator. 🎮PSN: MylkNHoney XBOX: MylkNHoney",False,2022-06-28 23:48:48+00:00,@semanitheharlot: Good. Fuck him,,Twitter for iPhone
276,Wasp Fan #1,Georgia (not the country),"Future exotics vet, current lesbian (she/they, cisgender) | ask me for cool animal facts |
Film Bro denialist",False,2022-06-28 23:47:33+00:00,"@YahooEnt No way there's a real guy out there named ""Chad Veach"" https://t.co/DIB3lk2qeO",,Twitter for Android
277,Wasp Fan #1,Georgia (not the country),"Future exotics vet, current lesbian (she/they, cisgender) | ask me for cool animal facts |
Film Bro denialist",False,2022-06-28 23:44:59+00:00,"@YahooEnt: Chris Pratt says social media criticism, including 'worst Chris' title, 'really f***ing bothered me' https://t.co/oFJDG7JnXk…",,Twitter for Android
278,Father Ho’el,Sluttsville,Pan-Hoe. Lesbian Defender. For the people. Comrade. he/him,False,2022-06-28 23:36:50+00:00,Good. Fuck him https://t.co/4BloAg4gJq,,Twitter for iPhone
279,"Dijit 🦴📞 +MOW 💍▫️AC, BSLV, DEFCON",Somewhere on the stack...,He/Him; Pan; Purple Wolf; #hacker; #malware dev; #infosec; #furry; fursuiter; @DCFurs staff; femboy; cute af; Engaged to @NightingaleFur 💍❤️,False,2022-06-28 23:36:45+00:00,@ReinH: maybe be a better Chris then idk,,Twitter Web App
280,Samuel,"California, USA",Remember to be Kind to Each Other,False,2022-06-28 23:36:11+00:00,@YahooEnt: Samuel L. Jackson slams ‘Uncle Clarence’ Thomas for hypocrisy on interracial marriage https://t.co/tbF9V3vjay https://t.co/PF…,,Twitter for iPhone
281,LA Knight🐈(🧐🏳️‍🌈❤💜💙📚🧚🏼🦇🤧🥄🦕),Arizona,SFF writer/reviewer; queer Black ♿ LDS autistic spoonie. Facet-fractured OSDD. Polyam w/ Husbear & 2 life-partners. Cat mom. Poor af. Cassgenderfaewtf; she/they,False,2022-06-28 23:33:14+00:00,"@ingloriousgigi: Now, you might a tiny inkling how it feels to be LGBTQ+ in a country that does not give a fuck about you. Cry me a rive…",,Twitter Web App
282,"🐝 Yours, Immortally 2022 🐝","Columbus, OH","Author of Yours, Immortally (9/9/2022) //29//cosplayer//witch//author//he/they// +18 plus NO MINORS PLS icon by @goryscribbles",False,2022-06-28 23:29:58+00:00,Cry about it you asshat https://t.co/ZYffDTizG6,,Twitter for iPhone
